Areaname	STCOU	IPE010206F	IPE010206D	IPE010206N1	IPE010206N2	IPE010207F	IPE010207D	IPE010207N1	IPE010207N2	IPE010208F	IPE010208D	IPE010208N1	IPE010208N2	IPE010209F	IPE010209D	IPE010209N1	IPE010209N2	IPE110195F	IPE110195D	IPE110195N1	IPE110195N2	IPE110197F	IPE110197D	IPE110197N1	IPE110197N2	IPE110198F	IPE110198D	IPE110198N1	IPE110198N2	IPE110199F	IPE110199D	IPE110199N1	IPE110199N2	IPE110200F	IPE110200D	IPE110200N1	IPE110200N2	IPE110201F	IPE110201D	IPE110201N1	IPE110201N2
Sanpete, UT	49039	0	37203	0000	0000	0	40706	0000	0000	0	42255	0000	0000	0	42834	0000	0000	0	3124	0000	0000	0	3273	0000	0000	0	3461	0000	0000	0	2880	0000	0000	0	3232	0000	0000	0	3424	0000	0000
Sevier, UT	49041	0	40057	0000	0000	0	45415	0000	0000	0	46127	0000	0000	0	46148	0000	0000	0	2528	0000	0000	0	2810	0000	0000	0	2721	0000	0000	0	2167	0000	0000	0	2332	0000	0000	0	2407	0000	0000
Summit, UT	49043	0	78680	0000	0000	0	80431	0000	0000	0	79698	0000	0000	0	73769	0000	0000	0	1202	0000	0000	0	1482	0000	0000	0	1449	0000	0000	0	1447	0000	0000	0	1631	0000	0000	0	1875	0000	0000
Tooele, UT	49045	0	54163	0000	0000	0	63632	0000	0000	0	61867	0000	0000	0	56053	0000	0000	0	2895	0000	0000	0	3027	0000	0000	0	3081	0000	0000	0	2891	0000	0000	0	3102	0000	0000	0	3166	0000	0000
Uintah, UT	49047	0	48139	0000	0000	0	56265	0000	0000	0	57769	0000	0000	0	58312	0000	0000	0	3856	0000	0000	0	4505	0000	0000	0	4465	0000	0000	0	3565	0000	0000	0	3526	0000	0000	0	3364	0000	0000
Utah, UT	49049	0	50661	0000	0000	0	57133	0000	0000	0	59701	0000	0000	0	57471	0000	0000	0	34240	0000	0000	0	34817	0000	0000	0	35051	0000	0000	0	32412	0000	0000	0	34205	0000	0000	0	38668	0000	0000
Wasatch, UT	49051	0	58359	0000	0000	0	60888	0000	0000	0	64238	0000	0000	0	61609	0000	0000	0	906	0000	0000	0	1034	0000	0000	0	1069	0000	0000	0	941	0000	0000	0	1053	0000	0000	0	1282	0000	0000
Washington, UT	49053	0	46110	0000	0000	0	47097	0000	0000	0	50389	0000	0000	0	46596	0000	0000	0	8629	0000	0000	0	10533	0000	0000	0	10638	0000	0000	0	9719	0000	0000	0	10978	0000	0000	0	12121	0000	0000
Wayne, UT	49055	0	36733	0000	0000	0	49817	0000	0000	0	40524	0000	0000	0	41785	0000	0000	0	320	0000	0000	0	388	0000	0000	0	387	0000	0000	0	310	0000	0000	0	321	0000	0000	0	376	0000	0000
Weber, UT	49057	0	49525	0000	0000	0	52275	0000	0000	0	51413	0000	0000	0	53094	0000	0000	0	18526	0000	0000	0	19883	0000	0000	0	20670	0000	0000	0	17898	0000	0000	0	17916	0000	0000	0	18251	0000	0000
VERMONT	50000	0	47778	0000	0000	0	49698	0000	0000	0	52111	0000	0000	0	51219	0000	0000	0	65142	0000	0000	0	56967	0000	0000	0	56547	0000	0000	0	55438	0000	0000	0	53236	0000	0000	0	53864	0000	0000
Addison, VT	50001	0	50202	0000	0000	0	54205	0000	0000	0	56584	0000	0000	0	52135	0000	0000	0	3950	0000	0000	0	3333	0000	0000	0	3154	0000	0000	0	3019	0000	0000	0	2940	0000	0000	0	2963	0000	0000
Bennington, VT	50003	0	45077	0000	0000	0	46672	0000	0000	0	45029	0000	0000	0	44686	0000	0000	0	4578	0000	0000	0	3762	0000	0000	0	3689	0000	0000	0	3611	0000	0000	0	3698	0000	0000	0	3787	0000	0000
Caledonia, VT	50005	0	39556	0000	0000	0	41034	0000	0000	0	42097	0000	0000	0	43193	0000	0000	0	4328	0000	0000	0	3694	0000	0000	0	3690	0000	0000	0	3618	0000	0000	0	3490	0000	0000	0	3526	0000	0000
Chittenden, VT	50007	0	54664	0000	0000	0	57677	0000	0000	0	61230	0000	0000	0	60182	0000	0000	0	11100	0000	0000	0	9910	0000	0000	0	9975	0000	0000	0	10343	0000	0000	0	9504	0000	0000	0	9521	0000	0000
Essex, VT	50009	0	34110	0000	0000	0	35986	0000	0000	0	38799	0000	0000	0	34407	0000	0000	0	1017	0000	0000	0	935	0000	0000	0	936	0000	0000	0	855	0000	0000	0	827	0000	0000	0	893	0000	0000
Franklin, VT	50011	0	49965	0000	0000	0	51495	0000	0000	0	53032	0000	0000	0	51950	0000	0000	0	5348	0000	0000	0	4982	0000	0000	0	4654	0000	0000	0	4404	0000	0000	0	4362	0000	0000	0	4295	0000	0000
Grand Isle, VT	50013	0	52714	0000	0000	0	53199	0000	0000	0	57435	0000	0000	0	51993	0000	0000	0	598	0000	0000	0	572	0000	0000	0	587	0000	0000	0	551	0000	0000	0	532	0000	0000	0	513	0000	0000
Lamoille, VT	50015	0	44651	0000	0000	0	48045	0000	0000	0	50375	0000	0000	0	50955	0000	0000	0	2632	0000	0000	0	2221	0000	0000	0	2336	0000	0000	0	2259	0000	0000	0	2291	0000	0000	0	2297	0000	0000
Orange, VT	50017	0	48335	0000	0000	0	47437	0000	0000	0	49458	0000	0000	0	48423	0000	0000	0	3221	0000	0000	0	2692	0000	0000	0	2701	0000	0000	0	2640	0000	0000	0	2488	0000	0000	0	2467	0000	0000
Orleans, VT	50019	0	37611	0000	0000	0	37566	0000	0000	0	39184	0000	0000	0	39914	0000	0000	0	4325	0000	0000	0	3787	0000	0000	0	3784	0000	0000	0	3615	0000	0000	0	3645	0000	0000	0	3693	0000	0000
Rutland, VT	50021	0	43427	0000	0000	0	42028	0000	0000	0	47147	0000	0000	0	47493	0000	0000	0	7450	0000	0000	0	6512	0000	0000	0	6527	0000	0000	0	6583	0000	0000	0	6192	0000	0000	0	6152	0000	0000
Washington, VT	50023	0	49103	0000	0000	0	52504	0000	0000	0	52832	0000	0000	0	51917	0000	0000	0	5567	0000	0000	0	5104	0000	0000	0	5131	0000	0000	0	4915	0000	0000	0	4614	0000	0000	0	4754	0000	0000
Windham, VT	50025	0	42579	0000	0000	0	43759	0000	0000	0	46546	0000	0000	0	46912	0000	0000	0	4972	0000	0000	0	4159	0000	0000	0	4176	0000	0000	0	4122	0000	0000	0	3893	0000	0000	0	4119	0000	0000
Windsor, VT	50027	0	44860	0000	0000	0	50609	0000	0000	0	52611	0000	0000	0	48326	0000	0000	0	6058	0000	0000	0	5303	0000	0000	0	5206	0000	0000	0	4902	0000	0000	0	4757	0000	0000	0	4884	0000	0000
VIRGINIA	51000	0	56297	0000	0000	0	59575	0000	0000	0	61210	0000	0000	0	59372	0000	0000	0	742306	0000	0000	0	782827	0000	0000	0	696205	0000	0000	0	620209	0000	0000	0	620938	0000	0000	0	620244	0000	0000
Accomack, VA	51001	0	37235	0000	0000	0	36616	0000	0000	0	37564	0000	0000	0	36512	0000	0000	0	6788	0000	0000	0	7090	0000	0000	0	6561	0000	0000	0	6107	0000	0000	0	6549	0000	0000	0	6239	0000	0000
Albemarle, VA	51003	0	58428	0000	0000	0	63619	0000	0000	0	66606	0000	0000	0	63669	0000	0000	0	5565	0000	0000	0	6238	0000	0000	0	5958	0000	0000	0	5345	0000	0000	0	4843	0000	0000	0	5277	0000	0000
Alleghany, VA	51005	0	40682	0000	0000	0	41530	0000	0000	0	42341	0000	0000	0	43230	0000	0000	0	1307	0000	0000	0	1399	0000	0000	0	1301	0000	0000	0	1114	0000	0000	1	1649	5072	0000	0	1586	0000	0000
Amelia, VA	51007	0	47140	0000	0000	0	52421	0000	0000	0	49180	0000	0000	0	47971	0000	0000	0	1164	0000	0000	0	1297	0000	0000	0	1251	0000	0000	0	1102	0000	0000	0	1072	0000	0000	0	1027	0000	0000
Amherst, VA	51009	0	42981	0000	0000	0	43890	0000	0000	0	44966	0000	0000	0	42117	0000	0000	0	3275	0000	0000	0	3579	0000	0000	0	3098	0000	0000	0	2978	0000	0000	0	3204	0000	0000	0	3146	0000	0000
Appomattox, VA	51011	0	41114	0000	0000	0	41089	0000	0000	0	43529	0000	0000	0	42354	0000	0000	0	1665	0000	0000	0	1820	0000	0000	0	1748	0000	0000	0	1578	0000	0000	0	1526	0000	0000	0	1522	0000	0000
Arlington, VA	51013	0	84316	0000	0000	0	92345	0000	0000	0	97871	0000	0000	0	92703	0000	0000	0	13248	0000	0000	0	14172	0000	0000	0	11026	0000	0000	0	10597	0000	0000	0	10907	0000	0000	0	10867	0000	0000
Augusta, VA	51015	0	47970	0000	0000	0	50887	0000	0000	0	52341	0000	0000	0	50401	0000	0000	0	4731	0000	0000	0	5062	0000	0000	0	5300	0000	0000	0	4888	0000	0000	0	4803	0000	0000	0	4904	0000	0000
Bath, VA	51017	0	40114	0000	0000	0	42316	0000	0000	0	42446	0000	0000	0	42619	0000	0000	0	501	0000	0000	0	492	0000	0000	0	499	0000	0000	0	386	0000	0000	0	374	0000	0000	0	381	0000	0000
Bedford, VA	51019	0	50772	0000	0000	0	53823	0000	0000	0	54715	0000	0000	0	53003	0000	0000	0	3992	0000	0000	0	4451	0000	0000	0	4286	0000	0000	0	4222	0000	0000	0	4089	0000	0000	0	4109	0000	0000
Bland, VA	51021	0	36226	0000	0000	0	38175	0000	0000	0	39841	0000	0000	0	39512	0000	0000	0	675	0000	0000	0	725	0000	0000	0	661	0000	0000	0	631	0000	0000	0	711	0000	0000	0	751	0000	0000
Botetourt, VA	51023	0	58481	0000	0000	0	58744	0000	0000	0	61778	0000	0000	0	59441	0000	0000	0	1650	0000	0000	0	1872	0000	0000	0	1801	0000	0000	0	1669	0000	0000	0	1586	0000	0000	0	1615	0000	0000
Brunswick, VA	51025	0	37717	0000	0000	0	35160	0000	0000	0	35876	0000	0000	0	35757	0000	0000	0	3439	0000	0000	0	3579	0000	0000	0	3161	0000	0000	0	2542	0000	0000	0	2619	0000	0000	0	2661	0000	0000
Buchanan, VA	51027	0	26265	0000	0000	0	28922	0000	0000	0	26571	0000	0000	0	30005	0000	0000	0	6882	0000	0000	0	7014	0000	0000	0	6348	0000	0000	0	5248	0000	0000	0	5434	0000	0000	0	5116	0000	0000
Buckingham, VA	51029	0	35640	0000	0000	0	36315	0000	0000	0	38576	0000	0000	0	36414	0000	0000	0	2546	0000	0000	0	2871	0000	0000	0	2329	0000	0000	0	2149	0000	0000	0	2304	0000	0000	0	2261	0000	0000
Campbell, VA	51031	0	41225	0000	0000	0	43641	0000	0000	0	43055	0000	0000	0	44983	0000	0000	0	5238	0000	0000	0	5606	0000	0000	0	5423	0000	0000	0	5066	0000	0000	0	4861	0000	0000	0	4873	0000	0000
Caroline, VA	51033	0	48688	0000	0000	0	51498	0000	0000	0	53796	0000	0000	0	57352	0000	0000	0	2872	0000	0000	0	3167	0000	0000	0	2904	0000	0000	0	2398	0000	0000	0	2265	0000	0000	0	2197	0000	0000
Carroll, VA	51035	0	35822	0000	0000	0	35823	0000	0000	0	35651	0000	0000	0	34240	0000	0000	0	3858	0000	0000	0	4041	0000	0000	0	3889	0000	0000	0	3629	0000	0000	0	3612	0000	0000	0	3725	0000	0000
Charles City, VA	51036	0	48025	0000	0000	0	48113	0000	0000	0	50958	0000	0000	0	48096	0000	0000	0	888	0000	0000	0	901	0000	0000	0	774	0000	0000	0	640	0000	0000	0	672	0000	0000	0	611	0000	0000
Charlotte, VA	51037	0	32397	0000	0000	0	34271	0000	0000	0	34145	0000	0000	0	33334	0000	0000	0	2233	0000	0000	0	2325	0000	0000	0	2112	0000	0000	0	1825	0000	0000	0	1779	0000	0000	0	1781	0000	0000
Chesterfield, VA	51041	0	67658	0000	0000	0	69583	0000	0000	0	71327	0000	0000	0	70055	0000	0000	0	15038	0000	0000	0	16167	0000	0000	0	14773	0000	0000	0	13207	0000	0000	0	12658	0000	0000	0	13342	0000	0000
Clarke, VA	51043	0	62476	0000	0000	0	64149	0000	0000	0	66296	0000	0000	0	65636	0000	0000	0	1098	0000	0000	0	1148	0000	0000	0	1037	0000	0000	0	798	0000	0000	0	831	0000	0000	0	833	0000	0000
Craig, VA	51045	0	43700	0000	0000	0	48319	0000	0000	0	45703	0000	0000	0	45125	0000	0000	0	479	0000	0000	0	439	0000	0000	0	449	0000	0000	0	426	0000	0000	0	428	0000	0000	0	407	0000	0000
Culpeper, VA	51047	0	56507	0000	0000	0	60341	0000	0000	0	63248	0000	0000	0	61217	0000	0000	0	3318	0000	0000	0	3756	0000	0000	0	3441	0000	0000	0	3006	0000	0000	0	3050	0000	0000	0	3019	0000	0000
Cumberland, VA	51049	0	36670	0000	0000	0	38953	0000	0000	0	40157	0000	0000	0	39141	0000	0000	0	1361	0000	0000	0	1440	0000	0000	0	1367	0000	0000	0	1268	0000	0000	0	1205	0000	0000	0	1185	0000	0000
Dickenson, VA	51051	0	28505	0000	0000	0	29320	0000	0000	0	27680	0000	0000	0	31877	0000	0000	0	4472	0000	0000	0	4366	0000	0000	0	3731	0000	0000	0	3014	0000	0000	0	3126	0000	0000	0	2945	0000	0000
Dinwiddie, VA	51053	0	48965	0000	0000	0	47395	0000	0000	0	50186	0000	0000	0	49595	0000	0000	0	2722	0000	0000	0	3139	0000	0000	0	2704	0000	0000	0	2243	0000	0000	0	2223	0000	0000	0	2095	0000	0000
Essex, VA	51057	0	42762	0000	0000	0	43637	0000	0000	0	43511	0000	0000	0	48296	0000	0000	0	1324	0000	0000	0	1347	0000	0000	0	1338	0000	0000	0	1194	0000	0000	0	1195	0000	0000	0	1121	0000	0000
Fairfax, VA	51059	0	99934	0000	0000	0	104984	0000	0000	0	107075	0000	0000	0	102325	0000	0000	0	49281	0000	0000	0	49529	0000	0000	0	44566	0000	0000	0	42240	0000	0000	0	40947	0000	0000	0	43201	0000	0000
Fauquier, VA	51061	0	75527	0000	0000	0	81404	0000	0000	0	81359	0000	0000	0	83330	0000	0000	0	3363	0000	0000	0	3848	0000	0000	0	3433	0000	0000	0	3111	0000	0000	0	3072	0000	0000	0	2928	0000	0000
Floyd, VA	51063	0	40606	0000	0000	0	39478	0000	0000	0	41514	0000	0000	0	36664	0000	0000	0	1654	0000	0000	0	1776	0000	0000	0	1615	0000	0000	0	1452	0000	0000	0	1491	0000	0000	0	1499	0000	0000
Fluvanna, VA	51065	0	56893	0000	0000	0	57038	0000	0000	0	64289	0000	0000	0	68521	0000	0000	0	1380	0000	0000	0	1577	0000	0000	0	1423	0000	0000	0	1172	0000	0000	0	1307	0000	0000	0	1287	0000	0000
Franklin, VA	51067	0	42891	0000	0000	0	45238	0000	0000	0	45758	0000	0000	0	45105	0000	0000	0	5045	0000	0000	0	5442	0000	0000	0	5061	0000	0000	0	4536	0000	0000	0	4701	0000	0000	0	4813	0000	0000
Frederick, VA	51069	0	55983	0000	0000	0	64192	0000	0000	0	61295	0000	0000	0	60806	0000	0000	0	4020	0000	0000	0	4382	0000	0000	0	4224	0000	0000	0	3884	0000	0000	0	3719	0000	0000	0	3714	0000	0000
Giles, VA	51071	0	39094	0000	0000	0	41186	0000	0000	0	43322	0000	0000	0	39421	0000	0000	0	1979	0000	0000	0	2089	0000	0000	0	1923	0000	0000	0	1593	0000	0000	0	1611	0000	0000	0	1612	0000	0000
Gloucester, VA	51073	0	53052	0000	0000	0	56123	0000	0000	0	56922	0000	0000	0	55335	0000	0000	0	3454	0000	0000	0	3861	0000	0000	0	3516	0000	0000	0	2976	0000	0000	0	2911	0000	0000	0	2787	0000	0000
Goochland, VA	51075	0	70365	0000	0000	0	74747	0000	0000	0	76688	0000	0000	0	76772	0000	0000	0	1164	0000	0000	0	1311	0000	0000	0	1218	0000	0000	0	1114	0000	0000	0	1071	0000	0000	0	925	0000	0000
Grayson, VA	51077	0	32491	0000	0000	0	31155	0000	0000	0	32399	0000	0000	0	32813	0000	0000	0	2577	0000	0000	0	2735	0000	0000	0	2499	0000	0000	0	2202	0000	0000	0	2230	0000	0000	0	2302	0000	0000
Greene, VA	51079	0	52872	0000	0000	0	58476	0000	0000	0	59321	0000	0000	0	58123	0000	0000	0	1352	0000	0000	0	1607	0000	0000	0	1496	0000	0000	0	1132	0000	0000	0	1121	0000	0000	0	1124	0000	0000
Greensville, VA	51081	0	35068	0000	0000	0	37509	0000	0000	0	36926	0000	0000	0	35866	0000	0000	0	1712	0000	0000	0	1710	0000	0000	0	1585	0000	0000	0	1358	0000	0000	0	1519	0000	0000	0	1643	0000	0000
Halifax, VA	51083	0	33318	0000	0000	0	32490	0000	0000	0	34580	0000	0000	0	35458	0000	0000	0	5767	0000	0000	0	6325	0000	0000	0	5898	0000	0000	0	5183	0000	0000	0	5297	0000	0000	0	5345	0000	0000
Hanover, VA	51085	0	69390	0000	0000	0	75046	0000	0000	0	77935	0000	0000	0	74645	0000	0000	0	3676	0000	0000	0	4159	0000	0000	0	3780	0000	0000	0	3530	0000	0000	0	3611	0000	0000	0	3637	0000	0000
Henrico, VA	51087	0	57143	0000	0000	0	58194	0000	0000	0	61300	0000	0000	0	57318	0000	0000	0	18189	0000	0000	0	19261	0000	0000	0	18165	0000	0000	0	17530	0000	0000	0	16209	0000	0000	0	16609	0000	0000
Henry, VA	51089	0	33897	0000	0000	0	35349	0000	0000	0	33479	0000	0000	0	35826	0000	0000	0	6995	0000	0000	0	7298	0000	0000	0	6866	0000	0000	0	6462	0000	0000	0	6383	0000	0000	0	6682	0000	0000
Highland, VA	51091	0	34521	0000	0000	0	36521	0000	0000	0	38088	0000	0000	0	35892	0000	0000	0	307	0000	0000	0	348	0000	0000	0	343	0000	0000	0	280	0000	0000	0	300	0000	0000	0	298	0000	0000
Isle of Wight, VA	51093	0	54659	0000	0000	0	58840	0000	0000	0	60042	0000	0000	0	59463	0000	0000	0	2980	0000	0000	0	3452	0000	0000	0	3131	0000	0000	0	2633	0000	0000	0	2640	0000	0000	0	2463	0000	0000
James City, VA	51095	0	67054	0000	0000	0	70487	0000	0000	0	76705	0000	0000	0	72902	0000	0000	0	3164	0000	0000	0	3508	0000	0000	0	3248	0000	0000	0	3163	0000	0000	0	2805	0000	0000	0	2962	0000	0000
King and Queen, VA	51097	0	40014	0000	0000	0	43191	0000	0000	0	46715	0000	0000	0	42022	0000	0000	0	958	0000	0000	0	1062	0000	0000	0	966	0000	0000	0	746	0000	0000	0	786	0000	0000	0	771	0000	0000
King George, VA	51099	0	63166	0000	0000	0	68824	0000	0000	0	78636	0000	0000	0	68846	0000	0000	0	1289	0000	0000	0	1582	0000	0000	0	1428	0000	0000	0	1247	0000	0000	0	1176	0000	0000	0	1088	0000	0000
King William, VA	51101	0	57576	0000	0000	0	62052	0000	0000	0	63605	0000	0000	0	59984	0000	0000	0	1008	0000	0000	0	1152	0000	0000	0	1072	0000	0000	0	842	0000	0000	0	894	0000	0000	0	872	0000	0000
Lancaster, VA	51103	0	40883	0000	0000	0	42392	0000	0000	0	45715	0000	0000	0	43434	0000	0000	0	1716	0000	0000	0	1875	0000	0000	0	1736	0000	0000	0	1475	0000	0000	0	1435	0000	0000	0	1399	0000	0000
Lee, VA	51105	0	27289	0000	0000	0	29365	0000	0000	0	28682	0000	0000	0	29376	0000	0000	0	6869	0000	0000	0	6900	0000	0000	0	6117	0000	0000	0	5005	0000	0000	0	5171	0000	0000	0	4988	0000	0000
Loudoun, VA	51107	0	99619	0000	0000	0	107200	0000	0000	0	111582	0000	0000	0	114200	0000	0000	0	4431	0000	0000	0	5739	0000	0000	0	5150	0000	0000	0	5035	0000	0000	0	5340	0000	0000	0	5869	0000	0000
Louisa, VA	51109	0	48086	0000	0000	0	52514	0000	0000	0	54777	0000	0000	0	52396	0000	0000	0	2865	0000	0000	0	3127	0000	0000	0	2617	0000	0000	0	2319	0000	0000	0	2411	0000	0000	0	2456	0000	0000
Lunenburg, VA	51111	0	32322	0000	0000	0	33777	0000	0000	0	34379	0000	0000	0	32930	0000	0000	0	2419	0000	0000	0	2423	0000	0000	0	2010	0000	0000	0	1843	0000	0000	0	1965	0000	0000	0	1986	0000	0000
Madison, VA	51113	0	46754	0000	0000	0	50135	0000	0000	0	52472	0000	0000	0	50565	0000	0000	0	1528	0000	0000	0	1599	0000	0000	0	1430	0000	0000	0	1157	0000	0000	0	1235	0000	0000	0	1141	0000	0000
Mathews, VA	51115	0	49048	0000	0000	0	54431	0000	0000	0	53143	0000	0000	0	53177	0000	0000	0	960	0000	0000	0	1061	0000	0000	0	963	0000	0000	0	723	0000	0000	0	799	0000	0000	0	785	0000	0000
Mecklenburg, VA	51117	0	34566	0000	0000	0	36266	0000	0000	0	36941	0000	0000	0	34885	0000	0000	0	4647	0000	0000	0	4949	0000	0000	0	4501	0000	0000	0	3973	0000	0000	0	4156	0000	0000	0	4113	0000	0000
Middlesex, VA	51119	0	43484	0000	0000	0	45583	0000	0000	0	56599	0000	0000	0	45695	0000	0000	0	1242	0000	0000	0	1336	0000	0000	0	1169	0000	0000	0	1088	0000	0000	0	1117	0000	0000	0	1103	0000	0000
Montgomery, VA	51121	0	38795	0000	0000	0	42029	0000	0000	0	43176	0000	0000	0	42785	0000	0000	0	10602	0000	0000	0	10617	0000	0000	0	8975	0000	0000	0	8849	0000	0000	0	9453	0000	0000	0	9761	0000	0000
Nelson, VA	51125	0	42761	0000	0000	0	46001	0000	0000	0	45551	0000	0000	0	44615	0000	0000	0	1892	0000	0000	0	1925	0000	0000	0	1699	0000	0000	0	1491	0000	0000	0	1493	0000	0000	0	1495	0000	0000
New Kent, VA	51127	0	66323	0000	0000	0	68437	0000	0000	0	71549	0000	0000	0	68570	0000	0000	0	660	0000	0000	0	806	0000	0000	0	729	0000	0000	0	676	0000	0000	0	683	0000	0000	0	720	0000	0000
Northampton, VA	51131	0	32804	0000	0000	0	33950	0000	0000	0	34424	0000	0000	0	34501	0000	0000	0	3403	0000	0000	0	3423	0000	0000	0	2987	0000	0000	0	2407	0000	0000	0	2377	0000	0000	0	2271	0000	0000
Northumberland, VA	51133	0	44183	0000	0000	0	45085	0000	0000	0	47152	0000	0000	0	53856	0000	0000	0	1604	0000	0000	0	1669	0000	0000	0	1506	0000	0000	0	1342	0000	0000	0	1458	0000	0000	0	1477	0000	0000
Nottoway, VA	51135	0	35017	0000	0000	0	37276	0000	0000	0	37900	0000	0000	0	36381	0000	0000	0	2710	0000	0000	0	2901	0000	0000	0	2538	0000	0000	0	2325	0000	0000	0	2331	0000	0000	0	2210	0000	0000
Orange, VA	51137	0	52281	0000	0000	0	53238	0000	0000	0	52158	0000	0000	0	54231	0000	0000	0	2242	0000	0000	0	2704	0000	0000	0	2286	0000	0000	0	2279	0000	0000	0	2338	0000	0000	0	2333	0000	0000
Page, VA	51139	0	38183	0000	0000	0	40295	0000	0000	0	41120	0000	0000	0	39299	0000	0000	0	2815	0000	0000	0	2997	0000	0000	0	2731	0000	0000	0	2507	0000	0000	0	2439	0000	0000	0	2339	0000	0000
Patrick, VA	51141	0	33222	0000	0000	0	33583	0000	0000	0	34592	0000	0000	0	33059	0000	0000	0	2545	0000	0000	0	2767	0000	0000	0	2505	0000	0000	0	2247	0000	0000	0	2427	0000	0000	0	2471	0000	0000
Pittsylvania, VA	51143	0	38746	0000	0000	0	38519	0000	0000	0	38590	0000	0000	0	39531	0000	0000	0	7203	0000	0000	0	7228	0000	0000	0	7344	0000	0000	0	6804	0000	0000	0	6252	0000	0000	0	6276	0000	0000
Powhatan, VA	51145	0	68493	0000	0000	0	71263	0000	0000	0	74825	0000	0000	0	73940	0000	0000	0	1073	0000	0000	0	1272	0000	0000	0	1132	0000	0000	0	1035	0000	0000	0	1116	0000	0000	0	1152	0000	0000
Prince Edward, VA	51147	0	34790	0000	0000	0	36481	0000	0000	0	37999	0000	0000	0	35988	0000	0000	0	3315	0000	0000	0	3775	0000	0000	0	3018	0000	0000	0	2554	0000	0000	0	2980	0000	0000	0	3195	0000	0000
Prince George, VA	51149	0	57883	0000	0000	0	59780	0000	0000	0	62570	0000	0000	0	59349	0000	0000	0	1988	0000	0000	0	2353	0000	0000	0	2061	0000	0000	0	2163	0000	0000	0	2206	0000	0000	0	2201	0000	0000
Prince William, VA	51153	0	80576	0000	0000	0	86294	0000	0000	0	87973	0000	0000	0	88823	0000	0000	0	13458	0000	0000	0	16874	0000	0000	0	15618	0000	0000	0	14641	0000	0000	0	14234	0000	0000	0	14982	0000	0000
Pulaski, VA	51155	0	39305	0000	0000	0	40427	0000	0000	0	40426	0000	0000	0	40239	0000	0000	0	4612	0000	0000	0	4814	0000	0000	0	4292	0000	0000	0	3742	0000	0000	0	3813	0000	0000	0	3825	0000	0000
Rappahannock, VA	51157	0	55578	0000	0000	0	60540	0000	0000	0	60614	0000	0000	0	56250	0000	0000	0	678	0000	0000	0	767	0000	0000	0	697	0000	0000	0	519	0000	0000	0	557	0000	0000	0	541	0000	0000
Richmond, VA	51159	0	37490	0000	0000	0	40196	0000	0000	0	52405	0000	0000	0	40620	0000	0000	0	1161	0000	0000	0	1352	0000	0000	0	1204	0000	0000	0	1017	0000	0000	0	1110	0000	0000	0	1144	0000	0000
Roanoke, VA	51161	0	53843	0000	0000	0	59060	0000	0000	0	60032	0000	0000	0	56508	0000	0000	0	4352	0000	0000	0	4476	0000	0000	0	4627	0000	0000	0	4527	0000	0000	0	4046	0000	0000	0	4366	0000	0000
Rockbridge, VA	51163	0	41931	0000	0000	0	43654	0000	0000	0	45236	0000	0000	0	43916	0000	0000	0	2287	0000	0000	0	2367	0000	0000	0	2205	0000	0000	0	1899	0000	0000	0	1842	0000	0000	0	1825	0000	0000
Rockingham, VA	51165	0	47739	0000	0000	0	49346	0000	0000	0	53036	0000	0000	0	47965	0000	0000	0	5358	0000	0000	0	5910	0000	0000	0	5576	0000	0000	0	5480	0000	0000	0	5151	0000	0000	0	5100	0000	0000
Russell, VA	51167	0	30866	0000	0000	0	33682	0000	0000	0	32100	0000	0000	0	33221	0000	0000	0	6014	0000	0000	0	6053	0000	0000	0	5666	0000	0000	0	4688	0000	0000	0	4793	0000	0000	0	4565	0000	0000
Scott, VA	51169	0	32477	0000	0000	0	31044	0000	0000	0	33668	0000	0000	0	33893	0000	0000	0	4192	0000	0000	0	4204	0000	0000	0	3769	0000	0000	0	3241	0000	0000	0	3268	0000	0000	0	3183	0000	0000
Shenandoah, VA	51171	0	47198	0000	0000	0	48067	0000	0000	0	48671	0000	0000	0	47748	0000	0000	0	3621	0000	0000	0	3857	0000	0000	0	3476	0000	0000	0	2899	0000	0000	0	2849	0000	0000	0	2927	0000	0000
Smyth, VA	51173	0	34397	0000	0000	0	35970	0000	0000	0	33451	0000	0000	0	35614	0000	0000	0	5389	0000	0000	0	5606	0000	0000	0	5035	0000	0000	0	4199	0000	0000	0	4212	0000	0000	0	4289	0000	0000
Southampton, VA	51175	0	38833	0000	0000	0	43589	0000	0000	0	43149	0000	0000	0	42751	0000	0000	0	2695	0000	0000	0	2791	0000	0000	0	2496	0000	0000	0	2081	0000	0000	0	2211	0000	0000	0	2053	0000	0000
Spotsylvania, VA	51177	0	72195	0000	0000	0	74374	0000	0000	0	77461	0000	0000	0	75609	0000	0000	0	4664	0000	0000	0	5766	0000	0000	0	5234	0000	0000	0	4956	0000	0000	0	5080	0000	0000	0	5342	0000	0000
Stafford, VA	51179	0	83945	0000	0000	0	86865	0000	0000	0	87145	0000	0000	0	88179	0000	0000	0	4001	0000	0000	0	5076	0000	0000	0	4714	0000	0000	0	4227	0000	0000	0	4307	0000	0000	0	4394	0000	0000
Surry, VA	51181	0	43233	0000	0000	0	45659	0000	0000	0	52004	0000	0000	0	46651	0000	0000	0	945	0000	0000	0	1060	0000	0000	0	941	0000	0000	0	783	0000	0000	0	810	0000	0000	0	755	0000	0000
